Created at	Closed at	Updated at	State	Labels	Comments	Number	Title	Url	Html url	Body	User name	User email	Milestone created at	Milestone due on	Milestone descrtiption	Milestone state	Milestone title
2015-08-02 16:12:25.0	2015-08-02 16:14:25.0	2015-08-02 16:14:25.0	closed	[]	0	197	update	https://api.github.com/repos/torvalds/linux/issues/197	https://github.com/torvalds/linux/pull/197		ghost	null	null	null	null	null	null	
2015-08-13 18:05:36.0	2015-08-13 18:05:40.0	2015-08-13 18:05:40.0	closed	[]	0	198	Update Makefile	https://api.github.com/repos/torvalds/linux/issues/198	https://github.com/torvalds/linux/pull/198		rigbiks	null	null	null	null	null	null	
2015-08-17 07:07:34.0	2015-08-17 09:44:30.0	2015-08-17 09:44:35.0	closed	[]	1	199	Fix error with PMP cards not reading correctly on boot	https://api.github.com/repos/torvalds/linux/issues/199	https://github.com/torvalds/linux/pull/199	Please review the issue outlined in http://www.spinics.net/lists/linux-ide/msg42820.html  	jared-mackey	null	null	null	null	null	null	
2015-08-18 19:04:38.0	2015-09-28 17:18:56.0	2015-09-28 17:18:56.0	closed	[]	7	200	Update README	https://api.github.com/repos/torvalds/linux/issues/200	https://github.com/torvalds/linux/pull/200	Hi,  I added section "Books" and a link to the Learn Linux in a Month of Lunches written by Steven Ovadia for Manning Publications. We believe this book is a great resource and all members of community will benefit from this information. If you find this inappropriate, please let me know where I can publish it. 	slaven-s	null	null	null	null	null	null	
2015-08-25 06:42:42.0	2015-08-25 06:43:23.0	2015-08-25 06:43:23.0	closed	[]	0	201	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/201	https://github.com/torvalds/linux/pull/201	pull latest torvalds/linux into oe5hpm/linux 	oe5hpm	null	null	null	null	null	null	
2015-09-04 01:51:17.0	2015-09-04 01:51:54.0	2015-09-04 02:55:05.0	closed	[]	1	202	Master	https://api.github.com/repos/torvalds/linux/issues/202	https://github.com/torvalds/linux/pull/202	latest 	oceanfly	null	null	null	null	null	null	
2015-09-04 14:46:44.0	null	2020-10-02 17:54:58.0	open	[]	14	203	Fix typo 'acceptible'	https://api.github.com/repos/torvalds/linux/issues/203	https://github.com/torvalds/linux/pull/203	null	TheTypoMaster	null	null	null	null	null	null	
2015-09-08 20:13:54.0	2015-09-14 20:03:31.0	2019-04-16 09:41:57.0	closed	[]	2	204	Fixes issue preventing DMA being used	https://api.github.com/repos/torvalds/linux/issues/204	https://github.com/torvalds/linux/pull/204	Fixes issue preventing DMA being used whenever the rx/tx_buf is not word aligned. 	rlbartle	null	null	null	null	null	null	
2015-09-14 13:36:17.0	2015-09-14 13:36:28.0	2015-09-14 13:36:28.0	closed	[]	0	205	Sync up with Linus	https://api.github.com/repos/torvalds/linux/issues/205	https://github.com/torvalds/linux/pull/205		dabrace	null	null	null	null	null	null	
2015-09-16 20:57:34.0	2015-09-16 20:57:47.0	2015-09-16 20:57:47.0	closed	[]	0	206	Sync up with Linus	https://api.github.com/repos/torvalds/linux/issues/206	https://github.com/torvalds/linux/pull/206		dabrace	null	null	null	null	null	null	
2015-09-17 14:55:11.0	2015-10-04 14:12:50.0	2015-10-04 14:12:50.0	closed	[]	1	207	Add the missing PCIID for MSI (maybe not only) R7 370	https://api.github.com/repos/torvalds/linux/issues/207	https://github.com/torvalds/linux/pull/207	There's a missing PCIID for MSI R7 370 Armor 2X (probably some other cards). Without it the screen will turn black (there would be signal, but system hangs if it happens) or just become filled with vertical white stripes - note that it happens at the modesetting stage. There's a way to make it work without this patch by disabling dpm (dpm=0) and/or disabling modesetting (nomodeset) (note that disabling modesetting will make your system work for a while, but it will hang after a few minutes). Adding this line/ID will make the GPU function as expected, without functionaluty loss/instability. 	mradermaxlol	null	null	null	null	null	null	
2015-09-21 08:50:04.0	2015-09-21 08:50:57.0	2015-09-21 08:50:57.0	closed	[]	0	208	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/208	https://github.com/torvalds/linux/pull/208	Update from original 	pangteypiyush	null	null	null	null	null	null	
2015-09-29 12:57:30.0	2015-09-29 15:21:48.0	2015-09-29 15:22:20.0	closed	[]	1	209	Added bc in the list of dependencies to have an exhaustive list.	https://api.github.com/repos/torvalds/linux/issues/209	https://github.com/torvalds/linux/pull/209	I created a docker container based on the list of dependencies and it was missing bc. I spotted out it is later in the documentation but it would be more convenient to have it in the list as well as it seems to be the only one missing when using the default configuration on x86_64. 	blem3	null	null	null	null	null	null	
2015-10-08 16:26:25.0	2015-10-09 01:23:51.0	2015-11-05 23:12:23.0	closed	[]	6	210	drivers/of/irq.c : correct a typing error	https://api.github.com/repos/torvalds/linux/issues/210	https://github.com/torvalds/linux/pull/210	There is a typing error "interrrupt" So, I correct this to "interrupt"  Signed-off-by: Kyuha Hwang gmonster@jjssm.org 	gmonster	null	null	null	null	null	null	
2015-10-22 03:00:25.0	2015-10-22 03:01:02.0	2015-10-22 03:01:02.0	closed	[]	0	211	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/211	https://github.com/torvalds/linux/pull/211	actualizo-1 	danysan2000	null	null	null	null	null	null	
2015-10-23 08:59:14.0	2016-12-19 05:55:33.0	2020-05-18 17:50:23.0	closed	[]	0	212	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/212	https://github.com/torvalds/linux/pull/212	merge: with linus tree on 25-August 	mfrw	null	null	null	null	null	null	
2015-10-25 16:10:36.0	2015-11-24 04:08:01.0	2015-11-24 04:08:01.0	closed	[]	1	213	Update CREDITS	https://api.github.com/repos/torvalds/linux/issues/213	https://github.com/torvalds/linux/pull/213	Fix tags/typos 	skyscooby	null	null	null	null	null	null	
2015-10-25 23:12:39.0	null	2020-10-02 17:54:54.0	open	[]	1	214	Updated "arch/x86/boot/Makefile" to include ldlinux.c32	https://api.github.com/repos/torvalds/linux/issues/214	https://github.com/torvalds/linux/pull/214	Syslinux/isolinux 5.0.0 and up requires ldlinux.c32 to boot. This adds ldlinux.c32 so computers with isolinux 5.0.0+ can boot. 	Vladcosmonaut	null	null	null	null	null	null	
2015-10-26 03:07:15.0	2015-10-26 03:56:55.0	2015-11-04 08:17:25.0	closed	[]	0	215	Testusb	https://api.github.com/repos/torvalds/linux/issues/215	https://github.com/torvalds/linux/pull/215	Based on hikey-mainline-rebase, for usb 	gaozhangfei	null	null	null	null	null	null	
2015-10-29 20:24:55.0	2015-10-31 10:24:39.0	2015-10-31 10:24:46.0	closed	[]	2	216	Fixing infoleak via FBIOGET_VBLANK IOCTL CALL	https://api.github.com/repos/torvalds/linux/issues/216	https://github.com/torvalds/linux/pull/216	This was fixed on the repo in git.kernel.org (CVE-2015-7884) but not here. 	ghost	null	null	null	null	null	null	
2015-11-03 06:18:44.0	null	2020-10-02 17:54:52.0	open	[]	0	217	4.1 utf8	https://api.github.com/repos/torvalds/linux/issues/217	https://github.com/torvalds/linux/pull/217		boslad	null	null	null	null	null	null	
2015-11-03 20:24:59.0	null	2020-10-02 17:54:51.0	open	[]	2	218	Changed post-increment operation	https://api.github.com/repos/torvalds/linux/issues/218	https://github.com/torvalds/linux/pull/218	pre-increment operation is faster than post-increment operation 	crrlos	null	null	null	null	null	null	
2015-11-04 17:29:12.0	null	2020-10-02 17:54:49.0	open	[]	0	219	Odroid 3.14.y linaro	https://api.github.com/repos/torvalds/linux/issues/219	https://github.com/torvalds/linux/pull/219		bhavishyagoel	null	null	null	null	null	null	
2015-11-12 11:20:24.0	2015-11-12 11:21:23.0	2015-11-12 11:21:23.0	closed	[]	0	220	Lkl fbsd	https://api.github.com/repos/torvalds/linux/issues/220	https://github.com/torvalds/linux/pull/220		tavip	null	null	null	null	null	null	
2015-11-13 20:55:11.0	2015-11-13 20:56:28.0	2015-11-13 20:56:28.0	closed	[]	0	221	aacraid: avoid calling pci_free_consistent on NULL pointer.	https://api.github.com/repos/torvalds/linux/issues/221	https://github.com/torvalds/linux/pull/221	This prevents a hang when the adapter fails to initialize. Calling pci_free_consistent() with zero size results in an attempt to invalid all pages in the 64-bit address space, effectively hanging the system. 	dougmill-ibm	null	null	null	null	null	null	
2015-11-15 20:46:53.0	null	2020-10-02 17:54:46.0	open	[]	0	222	HID: sony: Enable Bluetooth Gasia third-party PS3 controllers	https://api.github.com/repos/torvalds/linux/issues/222	https://github.com/torvalds/linux/pull/222		vs7	null	null	null	null	null	null	
2015-11-16 23:13:50.0	null	2020-10-02 17:54:43.0	open	[]	2	223	typo: teh->the	https://api.github.com/repos/torvalds/linux/issues/223	https://github.com/torvalds/linux/pull/223	Because it matters.  And....  Hodor. 	ubante	null	null	null	null	null	null	
2015-11-17 14:04:39.0	null	2020-10-02 17:54:41.0	open	[]	1	224	Change device tree like sunxi's .fex file	https://api.github.com/repos/torvalds/linux/issues/224	https://github.com/torvalds/linux/pull/224		AAndranik	null	null	null	null	null	null	
2015-11-18 13:12:02.0	2015-11-20 08:25:13.0	2015-11-20 08:25:13.0	closed	[]	0	225	Added linking of rt library for UML	https://api.github.com/repos/torvalds/linux/issues/225	https://github.com/torvalds/linux/pull/225	Fixes the following linking problems for a UML build   ``` arch/um/os-Linux/built-in.o: In function `os_timer_create': arch/um/os-Linux/time.c:51: undefined reference to `timer_create' arch/um/os-Linux/built-in.o: In function `os_timer_set_interval': arch/um/os-Linux/time.c:84: undefined reference to `timer_settime' arch/um/os-Linux/built-in.o: In function `os_timer_remain': arch/um/os-Linux/time.c:109: undefined reference to `timer_gettime' arch/um/os-Linux/built-in.o: In function `os_timer_one_shot': arch/um/os-Linux/time.c:132: undefined reference to `timer_settime' arch/um/os-Linux/built-in.o: In function `os_timer_disable': arch/um/os-Linux/time.c:145: undefined reference to `timer_settime' ```  Reference http://man7.org/linux/man-pages/man2/timer_create.2.html 	oxidase	null	null	null	null	null	null	
2015-11-19 19:05:18.0	null	2015-12-17 21:02:17.0	open	[]	2	226	Drivers Description	https://api.github.com/repos/torvalds/linux/issues/226	https://github.com/torvalds/linux/pull/226	Drivers Description README.md 	darksystem23	null	null	null	null	null	null	
2015-11-20 08:42:41.0	2015-11-20 14:29:04.0	2015-11-20 14:29:14.0	closed	[]	0	227	Added linking of rt library for UML	https://api.github.com/repos/torvalds/linux/issues/227	https://github.com/torvalds/linux/pull/227	Fixes arch/um/os-Linux/built-in.o: In function `os_timer_create': arch/um/os-Linux/time.c:51: undefined reference to`timer_create' arch/um/os-Linux/built-in.o: In function `os_timer_set_interval': arch/um/os-Linux/time.c:84: undefined reference to`timer_settime' arch/um/os-Linux/built-in.o: In function `os_timer_remain': arch/um/os-Linux/time.c:109: undefined reference to`timer_gettime' arch/um/os-Linux/built-in.o: In function `os_timer_one_shot': arch/um/os-Linux/time.c:132: undefined reference to`timer_settime' arch/um/os-Linux/built-in.o: In function `os_timer_disable': arch/um/os-Linux/time.c:145: undefined reference to`timer_settime' 	oxidase	null	null	null	null	null	null	
2015-11-24 23:24:19.0	2015-11-24 23:24:46.0	2015-11-25 06:19:47.0	closed	[]	11	228	Makes it way more better	https://api.github.com/repos/torvalds/linux/issues/228	https://github.com/torvalds/linux/pull/228		ghost	null	null	null	null	null	null	
2015-11-26 04:15:21.0	2015-11-29 06:27:56.0	2015-11-29 06:28:55.0	closed	[]	3	229	Sync with torvalds/master	https://api.github.com/repos/torvalds/linux/issues/229	https://github.com/torvalds/linux/pull/229	Sync with torvalds/master 	ghost	null	null	null	null	null	null	
2015-11-30 10:59:17.0	2016-05-04 07:40:48.0	2020-05-18 17:50:16.0	closed	[]	1	230	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/230	https://github.com/torvalds/linux/pull/230	Update from original 	xeronith	null	null	null	null	null	null	
2015-12-01 19:07:46.0	2015-12-01 19:08:36.0	2015-12-01 19:09:15.0	closed	[]	1	231	Merge pull request #2 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/231	https://github.com/torvalds/linux/pull/231	sync with linus 	jgunthorpe	null	null	null	null	null	null	
2015-12-13 23:53:46.0	2015-12-13 23:54:49.0	2015-12-28 23:21:02.0	closed	[]	0	232	Fix int1 recursion and hard system lockup 	https://api.github.com/repos/torvalds/linux/issues/232	https://github.com/torvalds/linux/pull/232	Hi Linus,  The following changes since commit 527e9316f8ec44bd53d90fb9f611fa7ffff52bb9:    Linux 4.4-rc4 (2015-12-06 15:43:12 -0800)  are available in the git repository at:    https://github.com/jeffmerkey/linux/tree/fixes-for-linus  hw_breakpoint.c:  fix INT1 recursion and system hard hang.  Fixes a 13 year old bug in the int1 handler path that results in a hard system lockup is someone triggers an int1 breakpoint in the hardware and no perf event has been registered.   Prints a log message and sets the resume flag in x86 and x86_64 to prevent the system from locking up and gracefully prints a rate limited message. 	ghost	null	null	null	null	null	null	
2015-12-14 15:45:21.0	2018-01-11 12:41:21.0	2018-01-11 12:41:21.0	closed	[]	4	233	Bugfix - Typos	https://api.github.com/repos/torvalds/linux/issues/233	https://github.com/torvalds/linux/pull/233	Found few typos in `./Documentation` folder, so I thought I’m gonna fix 'em, and here we are. 	jutaz	null	null	null	null	null	null	
2015-12-14 22:30:19.0	2016-01-19 00:30:20.0	2016-01-19 00:30:20.0	closed	[]	0	234	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/234	https://github.com/torvalds/linux/pull/234	Update to r4.3 with some USB fixes 	gotoco	null	null	null	null	null	null	
2015-12-25 17:54:15.0	2015-12-25 17:54:45.0	2015-12-25 17:54:45.0	closed	[]	0	235	update	https://api.github.com/repos/torvalds/linux/issues/235	https://github.com/torvalds/linux/pull/235		akmittal	null	null	null	null	null	null	
2015-12-27 07:50:46.0	null	2020-10-02 17:54:38.0	open	[]	7	236	ideapad-laptop: Fix backlight regression introduced in 26bff5	https://api.github.com/repos/torvalds/linux/issues/236	https://github.com/torvalds/linux/pull/236	Fixes bug 110021: https://bugzilla.kernel.org/show_bug.cgi?id=110021 Tested on Yoga 900. 	Zenexer	null	null	null	null	null	null	
2015-12-29 07:25:57.0	2015-12-29 07:49:25.0	2015-12-29 08:01:33.0	closed	[]	0	237	0	https://api.github.com/repos/torvalds/linux/issues/237	https://github.com/torvalds/linux/pull/237		ghost	null	null	null	null	null	null	
2015-12-29 21:36:19.0	2016-05-04 13:34:07.0	2020-05-18 17:50:10.0	closed	[]	0	238	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/238	https://github.com/torvalds/linux/pull/238	Update from original 	ddave09	null	null	null	null	null	null	
2015-12-30 12:55:30.0	2017-05-14 07:55:44.0	2017-05-14 07:55:44.0	closed	[]	1	239	Update module-signing.txt	https://api.github.com/repos/torvalds/linux/issues/239	https://github.com/torvalds/linux/pull/239	The correct kernel parameter for enforcing the signature check should be: module.sig_enforce (not enforcemodulesig=1) 	FrankSpierings	null	null	null	null	null	null	
2015-12-30 13:19:38.0	2016-03-23 11:12:38.0	2016-03-23 12:51:48.0	closed	[]	9	240	Fix frequency range for SI2157 Tuner	https://api.github.com/repos/torvalds/linux/issues/240	https://github.com/torvalds/linux/pull/240	Si2157 supports from 42 to 870 mhz 	koshkoshka	null	null	null	null	null	null	
2016-01-08 06:23:25.0	2016-01-08 06:23:36.0	2016-01-08 06:23:36.0	closed	[]	0	241	jjj	https://api.github.com/repos/torvalds/linux/issues/241	https://github.com/torvalds/linux/pull/241	jj 	barisvelioglu	null	null	null	null	null	null	
2016-01-09 21:27:27.0	null	2016-02-27 18:05:17.0	open	[]	2	242	Decreasing the size of radix_tree_node	https://api.github.com/repos/torvalds/linux/issues/242	https://github.com/torvalds/linux/pull/242	The count in radix_tree_node does NOT need to be unsigned int but unsigned short is enough. For the disability of calculating logarithm in compile time, original authors defined RADIX_TREE_HEIGHT_SHIFT as RADIX_TREE_MAX_PATH + 1, but it should be log2(RADIX_TREE_MAX_PATH) + 1 indeed. I noticed that and, after calculating I am aware of unsigned long is not suitable for count but unsigned short. Between, I knew there is an alignment of radix_tree_node, so I cannot tell if the size of radix_tree_node will actually decrease. 	mzer0-yu	null	null	null	null	null	null	
2016-01-11 00:00:14.0	2016-07-04 17:28:47.0	2016-07-04 17:28:47.0	closed	[]	2	243	Sync with torvalds/master	https://api.github.com/repos/torvalds/linux/issues/243	https://github.com/torvalds/linux/pull/243	sync 	ghost	null	null	null	null	null	null	
2016-01-14 18:25:56.0	2016-01-16 12:44:06.0	2016-01-16 12:44:06.0	closed	[]	3	244	Dmitryc patches4	https://api.github.com/repos/torvalds/linux/issues/244	https://github.com/torvalds/linux/pull/244	@dvyukov please take a look 	ramosian-glider	null	null	null	null	null	null	
2016-01-14 19:55:08.0	null	2020-10-02 17:54:34.0	open	[]	1	245	Maxtouch v3.10	https://api.github.com/repos/torvalds/linux/issues/245	https://github.com/torvalds/linux/pull/245		wistronatmel	null	null	null	null	null	null	
2016-01-16 06:07:14.0	2016-01-16 06:08:13.0	2016-01-16 06:08:13.0	closed	[]	0	246	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/246	https://github.com/torvalds/linux/pull/246	update from origin 	willseeyou	null	null	null	null	null	null	
2016-01-16 14:19:24.0	2016-04-09 05:43:32.0	2016-04-09 05:43:32.0	closed	[]	2	247	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/247	https://github.com/torvalds/linux/pull/247	update 	wyqwxj	null	null	null	null	null	null	
2016-01-18 10:10:16.0	2016-01-18 10:10:47.0	2016-01-18 10:10:47.0	closed	[]	0	248	3.18 utf8	https://api.github.com/repos/torvalds/linux/issues/248	https://github.com/torvalds/linux/pull/248		darcyg	null	null	null	null	null	null	
2016-01-18 10:41:57.0	2016-01-18 10:43:20.0	2016-01-18 10:43:20.0	closed	[]	0	249	3.18 utf8	https://api.github.com/repos/torvalds/linux/issues/249	https://github.com/torvalds/linux/pull/249		darcyg	null	null	null	null	null	null	
2016-01-22 09:00:38.0	null	2016-01-22 09:32:25.0	open	[]	2	250	asus-nb-wmi: Add wapf4 quirk for the X550VC	https://api.github.com/repos/torvalds/linux/issues/250	https://github.com/torvalds/linux/pull/250	X550VC as many others Asus laptops need wapf4 quirk to make RFKILL switch be functional. Otherwise system boots with wireless card disabled and is only possible to enable it by suspend/resume.  Bug report: https://bugs.launchpad.net/ubuntu/+source/linux/+bug/1334230 	amazingfate	null	null	null	null	null	null	
2016-01-30 16:13:12.0	2016-01-30 16:13:20.0	2016-01-30 16:13:20.0	closed	[]	0	251	Update Copyright	https://api.github.com/repos/torvalds/linux/issues/251	https://github.com/torvalds/linux/pull/251		codepriya	null	null	null	null	null	null	
2016-01-30 20:16:22.0	2016-01-30 20:42:05.0	2016-01-30 20:42:05.0	closed	[]	0	252	4.4-rc1 broken perf tool.	https://api.github.com/repos/torvalds/linux/issues/252	https://github.com/torvalds/linux/pull/252	reproduce:  lzto@objd ~ $ ~/linux/tools/perf/perf record -I -e intel_pt/tsc=1,noretcomp=1/u /bin/ls lzto@objd ~ $ ~/linux/tools/perf/perf script  -F event,comm,pid,tid,time,addr,ip,sym,dso,iregs Segmentation fault lzto@objd ~ $  Upon further investigation, it seems commit 747a9b0a08ae300b99b8aa7861bd3609f3b3e782 breaks perf tool.  __list_del(): tools/include/linux/list.h does not check null pointer dereference 	lzto	null	null	null	null	null	null	
2016-01-30 21:13:02.0	2016-02-08 15:37:00.0	2016-02-08 15:37:00.0	closed	[]	2	253	broken perf tool on 4.5-rc1	https://api.github.com/repos/torvalds/linux/issues/253	https://github.com/torvalds/linux/pull/253	reproduce:   lzto@objd ~ $ ~/linux/tools/perf/perf record -I -e intel_pt/tsc=1,noretcomp=1/u /bin/ls   lzto@objd ~ $ ~/linux/tools/perf/perf script  -F event,comm,pid,tid,time,addr,ip,sym,dso,iregs   Segmentation fault   lzto@objd ~ $  Upon further investigation, it seems that commit 747a9b0a08ae ("Merge branch 'perf-urgent-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip") breaks perf tool.  __list_del(): tools/include/linux/list.h does not check null pointer dereference 	lzto	null	null	null	null	null	null	
2016-02-05 22:26:27.0	2016-05-04 22:01:14.0	2020-05-18 17:50:05.0	closed	[]	3	254	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/254	https://github.com/torvalds/linux/pull/254	111 	DeadMetaler	null	null	null	null	null	null	
2016-02-06 06:18:26.0	2016-02-06 06:19:15.0	2016-02-06 06:19:15.0	closed	[]	0	255	同步torvalds的内核修改。	https://api.github.com/repos/torvalds/linux/issues/255	https://github.com/torvalds/linux/pull/255	同步torvalds的内核修改。 	wutiejun	null	null	null	null	null	null	
2016-02-08 22:07:31.0	2016-02-27 18:19:37.0	2016-02-27 18:19:37.0	closed	[]	2	256	Removed trailing spaces at the end of paragraphs	https://api.github.com/repos/torvalds/linux/issues/256	https://github.com/torvalds/linux/pull/256	Making a readme parser, found some trailing spaces that should be removed. 	chaityabshah	null	null	null	null	null	null	
2016-02-17 14:55:04.0	2016-02-17 14:55:48.0	2016-02-17 14:57:30.0	closed	[]	0	257	nil	https://api.github.com/repos/torvalds/linux/issues/257	https://github.com/torvalds/linux/pull/257	update 	gdalbeniz	null	null	null	null	null	null	
2016-02-21 11:17:06.0	2019-01-23 15:30:42.0	2020-05-18 17:49:36.0	closed	[]	1	258	added support for goobay Active USB 3.0 Data Link Cable 	https://api.github.com/repos/torvalds/linux/issues/258	https://github.com/torvalds/linux/pull/258	I added support for PL-27A1 just by defining new vendor/device id to current plusb driver. The chipset is identical to PL-25A1 except it support USB3.0 interface. 	danielkucera	null	null	null	null	null	null	
2016-02-22 19:52:53.0	2016-02-22 19:53:43.0	2016-02-22 19:53:43.0	closed	[]	0	259	V4.5 rc3/apq8096 wip	https://api.github.com/repos/torvalds/linux/issues/259	https://github.com/torvalds/linux/pull/259	Pull the change. 	JinLWQ	null	null	null	null	null	null	
2016-02-26 09:20:19.0	null	2020-10-02 17:54:29.0	open	[]	2	260	Fix External interrupt issue on SUN7I devices	https://api.github.com/repos/torvalds/linux/issues/260	https://github.com/torvalds/linux/pull/260		AAndranik	null	null	null	null	null	null	
2016-03-01 05:32:06.0	2017-03-02 15:08:39.0	2020-05-18 18:11:45.0	closed	[]	5	261	Added busybox as extra failsafe init	https://api.github.com/repos/torvalds/linux/issues/261	https://github.com/torvalds/linux/pull/261	Most If not all distributions include a static version of busybox in there initramfs. So I added busybox ash as a failsafe init. 	jcjordyn130	null	null	null	null	null	null	
2016-03-12 17:13:33.0	2016-03-12 17:13:49.0	2016-03-12 17:13:49.0	closed	[]	0	262	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/262	https://github.com/torvalds/linux/pull/262	keeping up to date with the main linux branch 	sidcode	null	null	null	null	null	null	
2016-03-13 12:11:26.0	2016-03-13 12:11:38.0	2016-03-13 12:11:38.0	closed	[]	0	263	Pull request for Linux	https://api.github.com/repos/torvalds/linux/issues/263	https://github.com/torvalds/linux/pull/263		irogerthat	null	null	null	null	null	null	
2016-03-14 03:57:32.0	2016-03-14 04:03:26.0	2016-03-14 04:03:26.0	closed	[]	0	264	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/264	https://github.com/torvalds/linux/pull/264	update to origion 	xxxx001	null	null	null	null	null	null	
2016-03-14 17:00:05.0	2016-03-14 17:08:07.0	2016-03-14 21:56:53.0	closed	[]	0	265	For next	https://api.github.com/repos/torvalds/linux/issues/265	https://github.com/torvalds/linux/pull/265		bgly	null	null	null	null	null	null	
2016-03-19 07:49:18.0	2016-03-19 07:49:24.0	2016-03-19 07:49:24.0	closed	[]	0	266	Ignore - just FTR	https://api.github.com/repos/torvalds/linux/issues/266	https://github.com/torvalds/linux/pull/266		arjun024	null	null	null	null	null	null	
2016-03-20 06:09:39.0	2016-03-20 06:13:02.0	2016-03-20 06:13:02.0	closed	[]	0	267	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/267	https://github.com/torvalds/linux/pull/267	Update from original 	yogeshagr	null	null	null	null	null	null	
2016-03-24 21:04:33.0	null	2020-10-02 17:54:26.0	open	[]	1	268	Credits	https://api.github.com/repos/torvalds/linux/issues/268	https://github.com/torvalds/linux/pull/268		rdcaceres	null	null	null	null	null	null	
2016-03-27 08:46:17.0	null	2020-10-02 17:54:21.0	open	[]	2	269	4.3 btrfs rename work	https://api.github.com/repos/torvalds/linux/issues/269	https://github.com/torvalds/linux/pull/269		damquangtuan	null	null	null	null	null	null	
2016-03-28 20:20:16.0	2016-03-29 13:40:49.0	2016-03-29 13:40:49.0	closed	[]	0	270	Add -lintl to Allow the Info to Compile for cpupower	https://api.github.com/repos/torvalds/linux/issues/270	https://github.com/torvalds/linux/pull/270	Without this it cannot find GNU gettext. Compilation without this errors with: "undefined reference to 'libintl_gettext'" 	niaow	null	null	null	null	null	null	
2016-04-01 19:35:33.0	2016-04-01 20:06:33.0	2016-04-01 20:06:33.0	closed	[]	0	271	Added (0x1391, 0x2000) to IdealTec	https://api.github.com/repos/torvalds/linux/issues/271	https://github.com/torvalds/linux/pull/271	I got some *nix on my Ix104c3 tablet and tried to work around the touchscreen.  And it works perfect =)  It will be awesome to see out-the box support for these tablets-because they run old WIndows XP. 	FireGrace	null	null	null	null	null	null	
2016-04-05 06:59:19.0	2016-04-05 06:59:35.0	2016-04-05 06:59:35.0	closed	[]	0	272	Merge rc3	https://api.github.com/repos/torvalds/linux/issues/272	https://github.com/torvalds/linux/pull/272		jolting	null	null	null	null	null	null	
2016-04-09 05:45:05.0	2016-04-09 05:45:16.0	2016-04-09 05:45:16.0	closed	[]	0	273	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/273	https://github.com/torvalds/linux/pull/273	update 	wyqwxj	null	null	null	null	null	null	
2016-04-09 05:57:38.0	2016-04-09 05:57:54.0	2016-04-09 05:57:54.0	closed	[]	0	274	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/274	https://github.com/torvalds/linux/pull/274	update 	wyqwxj	null	null	null	null	null	null	
2016-04-13 11:12:22.0	2016-04-13 11:12:34.0	2016-04-13 11:12:34.0	closed	[]	0	275	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/275	https://github.com/torvalds/linux/pull/275	update 	nanszy	null	null	null	null	null	null	
2016-04-18 15:28:44.0	2016-04-18 15:29:15.0	2016-04-18 15:29:15.0	closed	[]	0	276	Structure cleanup	https://api.github.com/repos/torvalds/linux/issues/276	https://github.com/torvalds/linux/pull/276		bgly	null	null	null	null	null	null	
2016-04-20 07:55:18.0	2016-04-20 07:55:22.0	2016-04-20 07:55:59.0	closed	[]	0	277	created by mistake	https://api.github.com/repos/torvalds/linux/issues/277	https://github.com/torvalds/linux/pull/277	created by mistake 	cnd	null	null	null	null	null	null	
2016-04-25 07:46:40.0	2016-04-25 07:55:55.0	2016-04-25 07:55:55.0	closed	[]	0	278	makefile: update makefile	https://api.github.com/repos/torvalds/linux/issues/278	https://github.com/torvalds/linux/pull/278	test  Signed-off-by: Peter Pan peterpandong@micron.com 	peterpansjtu	null	null	null	null	null	null	
2016-04-29 12:32:21.0	2016-04-29 12:32:28.0	2016-04-29 12:32:48.0	closed	[]	0	279	created by mistake #2	https://api.github.com/repos/torvalds/linux/issues/279	https://github.com/torvalds/linux/pull/279		cnd	null	null	null	null	null	null	
2016-05-03 01:14:45.0	2016-05-03 01:15:09.0	2016-05-03 01:15:09.0	closed	[]	0	280	Scsi lib	https://api.github.com/repos/torvalds/linux/issues/280	https://github.com/torvalds/linux/pull/280		bgly	null	null	null	null	null	null	
